id,nombre,nombre_kanji,role,anime_id,imagen_url,fecha_extraccion
17666,Tsubaki,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/66175.jpg?s=841f72e517da1a9b2fc439716cefe5d0,2025-04-06 20:52:34
18056,Nara Shikaku,,SUPPORTING,9295955,https://cdn.myanimelist.net/images/characters/2/100214.jpg?s=23ba0304e5dd735219998bdbdf9e21da,2025-04-06 20:52:34
18810,Menma,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/5/57869.jpg?s=c9a65ff03d74f84b678c3393e76140da,2025-03-30 15:23:40
19244,Kinuta Dosu,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/14/36354.jpg?s=0332b5441c2938506646832a2075fc32,2025-04-06 20:52:34
19253,Touji Mizuki,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/57467.jpg?s=e4645af4f58901ab747cb4265e914015,28/5/2023
19680,Tsuchi Kin,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/66504.jpg?s=80e3346c8143cf804b3522dba532c13b,2025-03-30 15:23:40
20274,Giichi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/3/66545.jpg?s=790df38411c5b4b751d7cd9b42b9985f,2025-04-06 20:52:34
20276,Jantou,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/537910.jpg?s=4e32dd8c118d9bc72955278f994abce9,2025-04-06 20:52:34
20277,Kusabi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/12/86782.jpg?s=23f8fe30f041889e5ede45d718a4fa15,2025-04-06 20:52:34
20278,Hachidai,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/115731.jpg?s=43b585c73b0080f17daa5dffac38db13,2025-04-06 20:52:34
20279,Hakkaku,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/66540.jpg?s=192474dad6b9d50e73f2523dcc9633e4,2025-04-06 20:52:34
20645,Akane,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/11/66541.jpg?s=db17d05fabd4c56ab0954e201e2b7d40,2025-04-06 20:52:34
20698,Akahoshi,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/7/57543.jpg?s=38e0bf9f45bf7e46bb18bb4b38cb6ae9,2025-03-30 21:11:15
20700,Akio,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/13/62769.jpg?s=486192f83af54566dc4ec46ba4e3d78f,2025-04-06 20:52:34
21122,Uchiha Mikoto,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/6/103949.jpg?s=67135a760c60ac7cbc7709090b21c17b,2025-04-06 20:52:34
21365,Inari,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/8/66542.jpg?s=ae90ead66827caee405654169c1d62df,2025-04-06 20:52:34
22247,Nara Yoshino,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/9/62786.jpg?s=ba1af85295f42df175be9d8b4abba9ad,2025-04-06 20:52:34
22248,Karura,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/16/225775.jpg?s=adf38059e2bf7cb4c12b62d00c548575,2025-04-06 20:52:34
22464,Senju Hashirama,,SUPPORTING,20,https://cdn.myanimelist.net/images/characters/10/34809.jpg?s=9a7605792e5daa2cd71b4f4695017b21,2025-03-30 21:11:15
